,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
336,2023-01-19 20:18:21.471,2,4724,0
337,2023-01-19 20:18:21.471,6,625,0
338,2023-01-19 20:18:21.471,3,Python 3.11.1 (64-bit) Setup,0
339,2023-01-19 20:18:21.471,4,python-3.11.1-amd64.exe,0
340,2023-01-19 20:18:21.471,5,PythonBA,0
341,2023-01-19 20:18:21.471,1,5628,0
342,2023-01-19 20:18:21.471,0,1050670,0
343,2023-01-19 20:18:21.471,7,1295,0
344,2023-01-19 20:18:21.471,8,310,0
345,2023-01-19 20:18:21.471,9,722,0
346,2023-01-19 20:18:21.471,10,0,0
347,2023-01-19 20:18:21.471,11,0,0
348,2023-01-19 20:18:28.523,10,0,0
349,2023-01-19 20:18:28.523,7,0,0
350,2023-01-19 20:18:28.523,2,1288,0
351,2023-01-19 20:18:28.523,11,0,0
352,2023-01-19 20:18:28.523,9,0,0
353,2023-01-19 20:18:28.523,8,0,0
354,2023-01-19 20:18:28.523,6,0,0
355,2023-01-19 20:18:28.523,3,Missing String.,0
356,2023-01-19 20:18:28.523,4,Unable To Open Process,0
357,2023-01-19 20:18:28.523,5,WixBurnMessageWindow,0
358,2023-01-19 20:18:28.523,0,2622198,0
359,2023-01-19 20:18:28.523,1,2768,0
360,2023-01-19 20:19:10.735,0,67100,0
361,2023-01-19 20:19:10.735,1,13244,0
362,2023-01-19 20:19:10.735,8,-8,0
363,2023-01-19 20:19:10.735,6,-8,0
364,2023-01-19 20:19:10.735,7,1928,0
365,2023-01-19 20:19:10.735,9,1040,0
366,2023-01-19 20:19:10.735,10,0,0
367,2023-01-19 20:19:10.735,11,0,0
368,2023-01-19 20:19:10.735,5,Chrome_WidgetWin_1,0
369,2023-01-19 20:19:10.735,2,11684,0
370,2023-01-19 20:19:10.735,4,chrome.exe,0
371,2023-01-19 20:19:10.735,3,Python Release Python 3.11.1 | Python.org - Google Chrome,0
372,2023-01-19 20:20:01.074,7,1196,0
373,2023-01-19 20:20:01.074,5,ConsoleWindowClass,0
374,2023-01-19 20:20:01.074,4,Unable To Open Process,0
375,2023-01-19 20:20:01.074,3,Administrator: Command Prompt,0
376,2023-01-19 20:20:01.074,6,203,0
377,2023-01-19 20:20:01.074,2,6716,0
378,2023-01-19 20:20:01.074,1,2916,0
379,2023-01-19 20:20:01.074,10,0,0
380,2023-01-19 20:20:01.074,0,460810,0
381,2023-01-19 20:20:01.074,8,94,0
382,2023-01-19 20:20:01.074,11,0,0
383,2023-01-19 20:20:01.074,9,613,0
384,2023-01-19 20:20:21.222,4,chrome.exe,0
385,2023-01-19 20:20:21.222,10,0,0
386,2023-01-19 20:20:21.222,3,How to install Jupyter Notebook on Windows? - GeeksforGeeks - Google Chrome,0
387,2023-01-19 20:20:21.222,0,67100,0
388,2023-01-19 20:20:21.222,1,13244,0
389,2023-01-19 20:20:21.222,2,11684,0
390,2023-01-19 20:20:21.222,6,-8,0
391,2023-01-19 20:20:21.222,7,1928,0
392,2023-01-19 20:20:21.222,8,-8,0
393,2023-01-19 20:20:21.222,11,0,0
394,2023-01-19 20:20:21.222,5,Chrome_WidgetWin_1,0
395,2023-01-19 20:20:21.222,9,1040,0
396,2023-01-19 20:20:32.312,10,0,0
397,2023-01-19 20:20:32.312,1,2916,0
398,2023-01-19 20:20:32.312,2,6716,0
399,2023-01-19 20:20:32.312,6,203,0
400,2023-01-19 20:20:32.312,7,1196,0
401,2023-01-19 20:20:32.312,8,94,0
402,2023-01-19 20:20:32.312,9,613,0
403,2023-01-19 20:20:32.312,0,460810,0
404,2023-01-19 20:20:32.312,11,0,0
405,2023-01-19 20:20:32.312,3,Administrator: Command Prompt,0
406,2023-01-19 20:20:32.312,4,Unable To Open Process,0
407,2023-01-19 20:20:32.312,5,ConsoleWindowClass,0
408,2023-01-19 20:20:57.495,11,0,0
409,2023-01-19 20:20:57.495,0,67100,0
410,2023-01-19 20:20:57.495,3,How to install Jupyter Notebook on Windows? - GeeksforGeeks - Google Chrome,0
411,2023-01-19 20:20:57.495,4,chrome.exe,0
412,2023-01-19 20:20:57.495,5,Chrome_WidgetWin_1,0
413,2023-01-19 20:20:57.495,6,-8,0
414,2023-01-19 20:20:57.495,7,1928,0
415,2023-01-19 20:20:57.495,8,-8,0
416,2023-01-19 20:20:57.495,9,1040,0
417,2023-01-19 20:20:57.495,10,0,0
418,2023-01-19 20:20:57.495,1,13244,0
419,2023-01-19 20:20:57.495,2,11684,0
